"value_date","value_rows"
"Tue Sep 16 02:00:28 2025",0
"Tue Sep 16 12:58:45 2025",0
"Wed Sep 17 02:00:21 2025",0
"Wed Sep 17 12:57:22 2025",0
"Thu Sep 18 01:58:32 2025",0
"Thu Sep 18 12:57:27 2025",0
"Fri Sep 19 02:04:14 2025",0
"Fri Sep 19 12:57:34 2025",2
"Sat Sep 20 01:58:30 2025",0
"Sat Sep 20 12:53:34 2025",0
"Sun Sep 21 02:13:38 2025",0
"Sun Sep 21 12:52:52 2025",0
"Mon Sep 22 02:13:03 2025",0
"Mon Sep 22 12:58:53 2025",0
"Tue Sep 23 02:00:22 2025",0
"Tue Sep 23 12:58:37 2025",0
"Wed Sep 24 02:02:30 2025",0
"Wed Sep 24 12:58:52 2025",0
"Thu Sep 25 02:03:27 2025",0
"Thu Sep 25 13:00:11 2025",0
"Fri Sep 26 02:01:28 2025",0
"Fri Sep 26 12:57:08 2025",0
"Sat Sep 27 01:56:15 2025",0
"Sat Sep 27 12:52:20 2025",0
"Sun Sep 28 02:15:53 2025",0
"Sun Sep 28 12:53:10 2025",0
"Mon Sep 29 02:05:05 2025",0
"Mon Sep 29 13:01:11 2025",0
"Tue Sep 30 02:01:14 2025",0
"Tue Sep 30 13:01:04 2025",0
"Wed Oct  1 02:17:38 2025",0
"Wed Oct  1 13:00:04 2025",0
"Thu Oct  2 02:01:07 2025",0
"Thu Oct  2 12:57:14 2025",0
"Fri Oct  3 01:59:18 2025",0
"Fri Oct  3 12:55:10 2025",0
"Sat Oct  4 01:56:12 2025",0
"Sat Oct  4 12:51:21 2025",0
"Sun Oct  5 02:16:29 2025",0
"Sun Oct  5 12:53:18 2025",0
"Mon Oct  6 02:03:52 2025",0
"Mon Oct  6 13:01:08 2025",0
"Tue Oct  7 02:01:32 2025",1
"Tue Oct  7 12:59:46 2025",0
"Wed Oct  8 01:59:37 2025",0
"Wed Oct  8 13:00:03 2025",0
"Thu Oct  9 02:03:26 2025",0
"Thu Oct  9 13:00:25 2025",0
"Fri Oct 10 02:01:15 2025",0
"Fri Oct 10 12:58:42 2025",0
"Sat Oct 11 01:57:51 2025",0
"Sat Oct 11 12:52:51 2025",0
"Sun Oct 12 02:07:03 2025",0
"Sun Oct 12 12:52:55 2025",0
"Mon Oct 13 02:10:48 2025",0
"Mon Oct 13 12:59:27 2025",0
"Tue Oct 14 02:01:54 2025",0
"Tue Oct 14 13:03:03 2025",0
"Wed Oct 15 02:06:47 2025",0
"Wed Oct 15 13:02:55 2025",0
"Thu Oct 16 02:04:03 2025",2
"Thu Oct 16 13:01:12 2025",0
"Fri Oct 17 02:02:19 2025",0
"Fri Oct 17 13:00:05 2025",0
"Sat Oct 18 01:58:22 2025",0
"Sat Oct 18 12:54:30 2025",0
"Sun Oct 19 02:20:50 2025",0
"Sun Oct 19 12:52:30 2025",0
"Mon Oct 20 02:19:17 2025",0
"Mon Oct 20 13:01:07 2025",0
"Tue Oct 21 02:07:52 2025",0
"Tue Oct 21 13:01:49 2025",0
"Wed Oct 22 02:10:49 2025",0
"Wed Oct 22 13:02:39 2025",0
"Thu Oct 23 02:06:11 2025",0
"Thu Oct 23 13:02:19 2025",0
"Fri Oct 24 02:00:16 2025",0
"Fri Oct 24 13:00:27 2025",0
"Sat Oct 25 02:02:11 2025",0
"Sat Oct 25 12:52:27 2025",0
"Sun Oct 26 02:16:37 2025",0
"Sun Oct 26 12:55:55 2025",0
"Mon Oct 27 02:21:32 2025",0
"Mon Oct 27 13:03:11 2025",0
"Tue Oct 28 02:07:43 2025",0
"Tue Oct 28 13:02:12 2025",0
"Wed Oct 29 02:19:22 2025",0
"Wed Oct 29 13:03:20 2025",0
"Thu Oct 30 02:16:12 2025",0
"Thu Oct 30 13:00:11 2025",0
"Fri Oct 31 02:10:09 2025",0
"Fri Oct 31 13:01:20 2025",0
"Sat Nov  1 02:18:43 2025",3
"Sat Nov  1 12:54:28 2025",0
"Sun Nov  2 02:21:07 2025",0
"Sun Nov  2 12:52:32 2025",0
"Mon Nov  3 02:19:22 2025",0
"Mon Nov  3 13:01:13 2025",0
"Tue Nov  4 02:09:55 2025",0
"Tue Nov  4 13:04:38 2025",0
"Wed Nov  5 02:17:47 2025",0
"Wed Nov  5 13:02:34 2025",0
"Thu Nov  6 02:16:18 2025",0
"Thu Nov  6 13:02:13 2025",0
"Fri Nov  7 02:08:59 2025",0
"Fri Nov  7 12:59:02 2025",0
"Sat Nov  8 02:02:10 2025",0
"Sat Nov  8 12:55:30 2025",0
"Sun Nov  9 02:20:31 2025",0
"Sun Nov  9 12:53:46 2025",0
"Mon Nov 10 02:20:16 2025",0
"Mon Nov 10 13:02:04 2025",2
"Tue Nov 11 02:16:33 2025",0
"Tue Nov 11 13:01:02 2025",0
"Wed Nov 12 02:15:04 2025",0
"Wed Nov 12 13:02:53 2025",0
"Thu Nov 13 02:18:06 2025",0
"Thu Nov 13 13:02:38 2025",0
"Fri Nov 14 02:16:11 2025",0
"Fri Nov 14 12:59:36 2025",0
"Sat Nov 15 02:06:15 2025",0
"Sat Nov 15 12:53:52 2025",0
"Sun Nov 16 02:21:48 2025",0
"Sun Nov 16 12:53:29 2025",0
"Mon Nov 17 02:16:42 2025",0
"Mon Nov 17 13:01:11 2025",0
"Tue Nov 18 02:15:05 2025",0
"Tue Nov 18 13:01:07 2025",1
"Wed Nov 19 02:09:58 2025",0
"Wed Nov 19 13:01:05 2025",0
"Thu Nov 20 02:07:43 2025",0
"Thu Nov 20 12:59:54 2025",0
"Fri Nov 21 02:08:27 2025",0
"Fri Nov 21 12:58:54 2025",0
"Sat Nov 22 02:03:57 2025",0
"Sat Nov 22 12:52:47 2025",0
"Sun Nov 23 02:30:03 2025",0
"Sun Nov 23 12:52:28 2025",0
"Mon Nov 24 02:23:24 2025",0
"Mon Nov 24 13:03:01 2025",0
"Tue Nov 25 02:16:46 2025",0
"Tue Nov 25 13:02:32 2025",1
"Wed Nov 26 02:16:55 2025",0
"Wed Nov 26 13:03:51 2025",0
"Thu Nov 27 02:08:32 2025",0
"Thu Nov 27 13:01:42 2025",0
"Fri Nov 28 02:08:00 2025",0
"Fri Nov 28 13:00:16 2025",0
"Sat Nov 29 02:07:59 2025",0
"Sat Nov 29 12:56:11 2025",0
"Sun Nov 30 02:28:29 2025",0
"Sun Nov 30 12:55:48 2025",0
"Mon Dec  1 02:38:04 2025",0
"Mon Dec  1 13:05:03 2025",0
"Tue Dec  2 02:19:00 2025",0
"Tue Dec  2 13:05:08 2025",0
"Wed Dec  3 02:18:44 2025",0
"Wed Dec  3 13:05:22 2025",0
"Thu Dec  4 02:19:45 2025",0
"Thu Dec  4 13:05:45 2025",0
"Fri Dec  5 02:19:52 2025",0
"Fri Dec  5 13:02:02 2025",0
"Sat Dec  6 02:07:13 2025",0
"Sat Dec  6 12:56:32 2025",0
"Sun Dec  7 02:29:09 2025",0
"Sun Dec  7 12:55:04 2025",0
"Mon Dec  8 02:20:38 2025",0
"Mon Dec  8 13:03:55 2025",0
"Tue Dec  9 02:19:33 2025",0
"Tue Dec  9 13:05:10 2025",0
